sample_id,image_id,question,ground_truth,method,prediction,correct
05973184,2316019,What food is it?,biscuit,self_correct,"The food in the image includes oatmeal, bread, a banana, and a beverage (possibly coffee or tea).",0
05973184,2316019,What food is it?,biscuit,cove_lite,"The food in the image includes oatmeal, bread, a banana, and a beverage (possibly coffee or tea).",0
05973184,2316019,What food is it?,biscuit,resample_lite,"The food in the image consists of a hot coffee, bread, a banana, and a bowl of cereal or granola with milk.",0
18920464,2415396,Are the pear to the left of the bowl and the banana to the left of the bowl both tiny?,yes,vanilla,"Yes, the pear to the left of the bowl and the banana to the left of the bowl are both tiny.",1
18920464,2415396,Are the pear to the left of the bowl and the banana to the left of the bowl both tiny?,yes,self_correct,Correct.,1
18920464,2415396,Are the pear to the left of the bowl and the banana to the left of the bowl both tiny?,yes,cove_lite,"Yes, the pear to the left of the bowl and the banana to the left of the bowl are both tiny.",1
18920464,2415396,Are the pear to the left of the bowl and the banana to the left of the bowl both tiny?,yes,resample_lite,"Yes, the pear to the left of the bowl and the banana to the left of the bowl are both tiny.",1
11207448,2316747,What kind of furniture is the monitor on?,shelf,vanilla,The monitor is on a desk or table.,0
11207448,2316747,What kind of furniture is the monitor on?,shelf,self_correct,The monitor is on a desk or table.,0
11207448,2316747,What kind of furniture is the monitor on?,shelf,cove_lite,The monitor is on a desk or table.,0
11207448,2316747,What kind of furniture is the monitor on?,shelf,resample_lite,The monitor is on a desk or table.,0
06615020,2406370,Who wears a mask?,biker,vanilla,The rider in the foreground wearing a red shirt is wearing a mask.,0
06615020,2406370,Who wears a mask?,biker,self_correct,The rider in the foreground wearing a red shirt is not wearing a mask.,0
06615020,2406370,Who wears a mask?,biker,cove_lite,The rider in the foreground wearing a red shirt is wearing a mask.,0
06615020,2406370,Who wears a mask?,biker,resample_lite,The person in the foreground wearing the red outfit and helmet appears to be wearing a mask.,0
06898905,2396386,Do you see any refrigerators or blenders?,yes,vanilla,"Yes, I see a refrigerator in the image.",1
06898905,2396386,Do you see any refrigerators or blenders?,yes,self_correct,"No, there are no refrigerators or blenders.",0
06898905,2396386,Do you see any refrigerators or blenders?,yes,cove_lite,"Yes, I see a refrigerator in the image.",1
06898905,2396386,Do you see any refrigerators or blenders?,yes,resample_lite,"Yes, I see a refrigerator. There are no clear blenders in the image, but there are objects that could be interpreted as blenders or mixers.",1
09161921,2416885,Are there helmets or snowboards?,yes,vanilla,"No, there are no helmets or snowboards in the image.",0
09161921,2416885,Are there helmets or snowboards?,yes,self_correct,"No, there are no helmets or snowboards.",0
09161921,2416885,Are there helmets or snowboards?,yes,cove_lite,"No, there are no helmets or snowboards in the image.",0
09161921,2416885,Are there helmets or snowboards?,yes,resample_lite,"No, there are no helmets or snowboards in the image.",0
06651580,2370705,What is the color of the book?,black,vanilla,The book is black.,1
06651580,2370705,What is the color of the book?,black,self_correct,The book is white.,0
06651580,2370705,What is the color of the book?,black,cove_lite,The book is black.,1
06651580,2370705,What is the color of the book?,black,resample_lite,"The book is dark-colored, likely black or dark blue.",1
1942684,2371012,Do the bull and the sky have a different colors?,yes,vanilla,"Yes, the bull and the sky have different colors.",1
1942684,2371012,Do the bull and the sky have a different colors?,yes,self_correct,"No, the bull and the sky do not have different colors.",0
1942684,2371012,Do the bull and the sky have a different colors?,yes,cove_lite,"Yes, the bull and the sky have different colors.",1
1942684,2371012,Do the bull and the sky have a different colors?,yes,resample_lite,"Yes, the bull and the sky have different colors.",1
11311050,713230,Is there a bench or a star that is brown?,yes,vanilla,"Yes, there is a star that is brown.",1
11311050,713230,Is there a bench or a star that is brown?,yes,self_correct,"No, there is no brown star in the image.",0
11311050,713230,Is there a bench or a star that is brown?,yes,cove_lite,"Yes, there is a star that is brown.",1
11311050,713230,Is there a bench or a star that is brown?,yes,resample_lite,"Yes, one of the stars is brown.",1
19773949,2372613,Which kind of vegetable is to the right of the spinach?,carrot,vanilla,The vegetable to the right of the spinach is a cluster of carrots.,1
19773949,2372613,Which kind of vegetable is to the right of the spinach?,carrot,self_correct,The vegetable to the right of the spinach is a cluster of carrots.,1
19773949,2372613,Which kind of vegetable is to the right of the spinach?,carrot,cove_lite,The vegetable to the right of the spinach is a cluster of carrots.,1
19773949,2372613,Which kind of vegetable is to the right of the spinach?,carrot,resample_lite,The vegetable to the right of the spinach is a pile of carrots.,1
18583209,2362883,Who is wearing jeans?,man,vanilla,The person in the foreground is not wearing jeans; they are wearing light-colored pants.,0
18583209,2362883,Who is wearing jeans?,man,self_correct,The person on the right is wearing jeans.,0
18583209,2362883,Who is wearing jeans?,man,cove_lite,The person in the foreground is not wearing jeans.,0
18583209,2362883,Who is wearing jeans?,man,resample_lite,No one in the image is wearing jeans.,0
13357495,2403546,Who is holding the bat?,girl,vanilla,The child in the red shirt is holding the bat.,0
13357495,2403546,Who is holding the bat?,girl,self_correct,The child in the red shirt is holding the bat.,0
13357495,2403546,Who is holding the bat?,girl,cove_lite,The child in the red shirt is holding the bat.,0
13357495,2403546,Who is holding the bat?,girl,resample_lite,The child is holding the bat.,0
001058312,2380873,Who is wearing the glasses?,man,vanilla,The person in the background is wearing glasses.,0
001058312,2380873,Who is wearing the glasses?,man,self_correct,The man on the left is wearing glasses.,1
001058312,2380873,Who is wearing the glasses?,man,cove_lite,The person in the background is wearing glasses.,0
001058312,2380873,Who is wearing the glasses?,man,resample_lite,The person on the left side of the image is wearing glasses.,0
11589201,2329846,On which side of the picture is the blue bag?,left,vanilla,The blue bag is on the left side of the picture.,1
11589201,2329846,On which side of the picture is the blue bag?,left,self_correct,The blue bag is on the right side of the picture.,0
11589201,2329846,On which side of the picture is the blue bag?,left,cove_lite,The blue bag is on the left side of the picture.,1
11589201,2329846,On which side of the picture is the blue bag?,left,resample_lite,The blue bag is on the left side of the picture.,1
06889758,2381580,Does the hair look brown?,no,vanilla,"Yes, the hair looks brown.",0
06889758,2381580,Does the hair look brown?,no,self_correct,"No, the hair does not look brown.",1
06889758,2381580,Does the hair look brown?,no,cove_lite,"No, the hair does not look brown.",1
06889758,2381580,Does the hair look brown?,no,resample_lite,"Yes, the hair looks brown.",0
10926949,2365501,What is the fruit that is to the right of the pink candle?,grape,vanilla,The fruit to the right of the pink candle is an orange slice.,0
10926949,2365501,What is the fruit that is to the right of the pink candle?,grape,self_correct,The fruit to the right of the pink candle is a strawberry.,0
10926949,2365501,What is the fruit that is to the right of the pink candle?,grape,cove_lite,The fruit to the right of the pink candle is an orange slice.,0
10926949,2365501,What is the fruit that is to the right of the pink candle?,grape,resample_lite,The fruit to the right of the pink candle is an orange slice.,0
13502157,2405230,What clothing item is long?,jacket,vanilla,The long clothing item is the coat.,0
13502157,2405230,What clothing item is long?,jacket,self_correct,The long clothing item is the coat.,0
13502157,2405230,What clothing item is long?,jacket,cove_lite,The long clothing item is the coat.,0
13502157,2405230,What clothing item is long?,jacket,resample_lite,The long clothing item in the image is the jacket.,1
01584117,2399600,What is in front of the pedestrians?,taxi,vanilla,There is no significant object or barrier directly in front of the pedestrians. They are crossing the street.,0
01584117,2399600,What is in front of the pedestrians?,taxi,self_correct,There is no significant object or barrier directly in front of the pedestrians.,0
01584117,2399600,What is in front of the pedestrians?,taxi,cove_lite,There is no significant object or barrier directly in front of the pedestrians.,0
01584117,2399600,What is in front of the pedestrians?,taxi,resample_lite,The sidewalk and the other side of the road are in front of the pedestrians.,0
